"ensembl"	"gene"	"Chromosome"	"Start"	"End"
"ENSG00000144583"	"MARCHF4"	"chr2"	216257865	216372483
"ENSG00000231672"	"DIRC3"	"chr2"	217284019	217756593
"ENSG00000079308"	"TNS1"	"chr2"	217799588	218033982
"ENSG00000223923"	"TNS1-AS1"	"chr2"	217978707	217993747
"ENSG00000188282"	"RUFY4"	"chr2"	218034960	218090581
"ENSG00000115596"	"WNT6"	"chr2"	218859805	218874233
"ENSG00000135925"	"WNT10A"	"chr2"	218880852	218899581
"ENSG00000171450"	"CDK5R2"	"chr2"	218959666	218962155
"ENSG00000236445"	"LINC00608"	"chr2"	218975393	218989940
"ENSG00000163497"	"FEV"	"chr2"	218981087	218985184
"ENSG00000181378"	"CFAP65"	"chr2"	219002846	219041527
"ENSG00000163501"	"IHH"	"chr2"	219054424	219060921
"ENSG00000127824"	"TUBA4A"	"chr2"	219249710	219277902
"ENSG00000243910"	"TUBA4B"	"chr2"	219253243	219272197
"ENSG00000054356"	"PTPRN"	"chr2"	219289623	219309648
"ENSG00000072195"	"SPEG"	"chr2"	219434843	219493629
"ENSG00000227432"	"ASIC4-AS1"	"chr2"	219482073	219516877
"ENSG00000144591"	"GMPPA"	"chr2"	219498865	219513898
"ENSG00000072182"	"ASIC4"	"chr2"	219514170	219538772
"ENSG00000123989"	"CHPF"	"chr2"	219538948	219543809
"ENSG00000124006"	"OBSL1"	"chr2"	219550728	219571859
"ENSG00000123999"	"INHA"	"chr2"	219569162	219575711
"ENSG00000114923"	"SLC4A3"	"chr2"	219627394	219641980
"ENSG00000116106"	"EPHA4"	"chr2"	221418027	221574202
"ENSG00000152056"	"AP1S3"	"chr2"	223751686	223838027
"ENSG00000081052"	"COL4A4"	"chr2"	227002714	227164453
"ENSG00000153823"	"PID1"	"chr2"	228850526	229271287
"ENSG00000187957"	"DNER"	"chr2"	229357629	229714555
"ENSG00000232520"	"GCSIR"	"chr2"	230886474	230904693
"ENSG00000135898"	"GPR55"	"chr2"	230907318	230961066
"ENSG00000163273"	"NPPC"	"chr2"	231921809	231926396
"ENSG00000144535"	"DIS3L2"	"chr2"	231961245	232344350
"ENSG00000163283"	"ALPP"	"chr2"	232378724	232382889
"ENSG00000163286"	"ALPG"	"chr2"	232406844	232410714
"ENSG00000223788"	"DIS3L2P1"	"chr2"	232442034	232447418
"ENSG00000163295"	"ALPI"	"chr2"	232456125	232460753
"ENSG00000171551"	"ECEL1"	"chr2"	232479827	232487834
"ENSG00000237412"	"PRSS56"	"chr2"	232520388	232525716
"ENSG00000135902"	"CHRND"	"chr2"	232525993	232536667
"ENSG00000182600"	"SNORC"	"chr2"	232857270	232878708
"ENSG00000066248"	"NGEF"	"chr2"	232878701	233013256
"ENSG00000077044"	"DGKD"	"chr2"	233354494	233472104
"ENSG00000185038"	"MROH2A"	"chr2"	233775679	233833423
"ENSG00000130147"	"SH3BP4"	"chr2"	234952017	235055714
"ENSG00000157985"	"AGAP1"	"chr2"	235494043	236131800
"ENSG00000115648"	"MLPH"	"chr2"	237485428	237555322
"ENSG00000132329"	"RAMP1"	"chr2"	237858893	237912106
"ENSG00000144488"	"ESPNL"	"chr2"	238100340	238133287
"ENSG00000178752"	"ERFE"	"chr2"	238158970	238168900
"ENSG00000233608"	"TWIST2"	"chr2"	238848032	238910534
"ENSG00000227744"	"LINC01940"	"chr2"	238919302	238926269
"ENSG00000068024"	"HDAC4"	"chr2"	239048168	239401654
"ENSG00000063660"	"GPC1"	"chr2"	240435663	240468076
"ENSG00000142327"	"RNPEPL1"	"chr2"	240565804	240581372
"ENSG00000178623"	"GPR35"	"chr2"	240605430	240631259
"ENSG00000185176"	"AQP12B"	"chr2"	240676418	240682906
"ENSG00000184945"	"AQP12A"	"chr2"	240691851	240698483
"ENSG00000130294"	"KIF1A"	"chr2"	240713761	240824293
"ENSG00000172482"	"AGXT"	"chr2"	240868824	240880502
"ENSG00000172478"	"MAB21L4"	"chr2"	240886048	240896889
"ENSG00000226321"	"CROCC2"	"chr2"	240906330	240993311
"ENSG00000233392"	"UICLM"	"chr2"	240954617	240967451
"ENSG00000162804"	"SNED1"	"chr2"	240998618	241095568
"ENSG00000225521"	"SNED1-AS1"	"chr2"	241015599	241064116
"ENSG00000122085"	"MTERF4"	"chr2"	241072169	241102332
"ENSG00000146205"	"ANO7"	"chr2"	241188509	241225377
"ENSG00000115694"	"STK25"	"chr2"	241492670	241509730
"ENSG00000176720"	"BOK"	"chr2"	241551424	241574131
"ENSG00000176946"	"THAP4"	"chr2"	241584405	241637158
"ENSG00000168397"	"ATG4B"	"chr2"	241637213	241673857
"ENSG00000180902"	"D2HGDH"	"chr2"	241734602	241768816
"ENSG00000154252"	"GAL3ST2"	"chr2"	241776822	241804287
"ENSG00000204099"	"NEU4"	"chr2"	241809065	241817413
"ENSG00000188389"	"PDCD1"	"chr2"	241849884	241858894
"ENSG00000188011"	"RTP5"	"chr2"	241869600	241873823
"ENSG00000233806"	"LINC01237"	"chr2"	241881363	242078722
"ENSG00000125878"	"TCF15"	"chr20"	604257	610309
"ENSG00000215397"	"SCRT2"	"chr20"	661596	675802
"ENSG00000101276"	"SLC52A3"	"chr20"	760080	776015
"ENSG00000101280"	"ANGPT4"	"chr20"	869900	916334
"ENSG00000244588"	"RAD21L1"	"chr20"	1226044	1296421
"ENSG00000101298"	"SNPH"	"chr20"	1266280	1309328
"ENSG00000196209"	"SIRPB2"	"chr20"	1470741	1491587
"ENSG00000089012"	"SIRPG"	"chr20"	1629152	1657779
"ENSG00000237914"	"SIRPG-AS1"	"chr20"	1633508	1648472
"ENSG00000223750"	"SIRPB3P"	"chr20"	1665283	1708200
"ENSG00000233896"	"PDYN-AS1"	"chr20"	1947246	2030028
"ENSG00000101327"	"PDYN"	"chr20"	1978757	1994285
"ENSG00000125834"	"STK35"	"chr20"	2101827	2177038
"ENSG00000088881"	"EBF4"	"chr20"	2692874	2760108
"ENSG00000258713"	"C20orf141"	"chr20"	2814987	2815833
"ENSG00000215305"	"VPS16"	"chr20"	2840703	2866732
"ENSG00000088899"	"LZTS3"	"chr20"	3162617	3173549
"ENSG00000088836"	"SLC4A11"	"chr20"	3227417	3239559
"ENSG00000125861"	"GFRA4"	"chr20"	3659248	3663399
"ENSG00000149451"	"ADAM33"	"chr20"	3667965	3682246
"ENSG00000088827"	"SIGLEC1"	"chr20"	3686970	3712600
"ENSG00000132622"	"HSPA12B"	"chr20"	3732685	3753111
"ENSG00000125817"	"CENPB"	"chr20"	3783851	3786740
"ENSG00000088826"	"SMOX"	"chr20"	4120980	4187747
"ENSG00000171873"	"ADRA1D"	"chr20"	4220630	4249287
"ENSG00000101265"	"RASSF2"	"chr20"	4780023	4823608
"ENSG00000101292"	"PROKR2"	"chr20"	5299218	5316954
"ENSG00000226995"	"LINC00658"	"chr20"	5426892	5471094
"ENSG00000205181"	"LINC00654"	"chr20"	5482736	5526709
"ENSG00000182621"	"PLCB1"	"chr20"	8077251	8968360
"ENSG00000101349"	"PAK5"	"chr20"	9537370	9839076
"ENSG00000101230"	"ISM1"	"chr20"	13221274	13300651
"ENSG00000125851"	"PCSK2"	"chr20"	17226107	17484578
"ENSG00000125844"	"RRBP1"	"chr20"	17613678	17682295
"ENSG00000125850"	"OVOL2"	"chr20"	17956979	18059188
"ENSG00000185052"	"SLC24A3"	"chr20"	19212642	19722926
"ENSG00000173404"	"INSM1"	"chr20"	20368104	20370949
"ENSG00000280350"	"LINC01726"	"chr20"	21610787	21703585
"ENSG00000125813"	"PAX1"	"chr20"	21705659	21718481
"ENSG00000259974"	"LINC00261"	"chr20"	22547671	22578642
"ENSG00000125798"	"FOXA2"	"chr20"	22580998	22585455
"ENSG00000230400"	"LINC01747"	"chr20"	22668480	22685344
"ENSG00000101439"	"CST3"	"chr20"	23626706	23638473
"ENSG00000101441"	"CST4"	"chr20"	23685640	23689038
"ENSG00000170373"	"CST1"	"chr20"	23747562	23751268
"ENSG00000170367"	"CST5"	"chr20"	23875934	23879748
"ENSG00000228476"	"CSTP1"	"chr20"	23918538	23928954
"ENSG00000230133"	"LINC01721"	"chr20"	24063255	24226013
"ENSG00000101463"	"SYNDIG1"	"chr20"	24469629	24666616
"ENSG00000077984"	"CST7"	"chr20"	24949269	24959928
"ENSG00000197586"	"ENTPD6"	"chr20"	25195693	25228075
"ENSG00000101004"	"NINL"	"chr20"	25452697	25585531
"ENSG00000175170"	"FAM182B"	"chr20"	25762384	25868225
"ENSG00000282826"	"FRG1CP"	"chr20"	28563850	28602843
"ENSG00000282894"	"DUX4L33"	"chr20"	29324092	29325049
"ENSG00000180483"	"DEFB119"	"chr20"	31377164	31390590
"ENSG00000101306"	"MYLK2"	"chr20"	31819308	31834689
"ENSG00000179772"	"FOXS1"	"chr20"	31844303	31845604
"ENSG00000149599"	"DUSP15"	"chr20"	31847637	31870664
"ENSG00000260903"	"XKR7"	"chr20"	31968151	32003387
"ENSG00000101336"	"HCK"	"chr20"	32052197	32101856
"ENSG00000197183"	"NOL4L"	"chr20"	32443059	32585074
"ENSG00000204393"	"NOL4L-DT"	"chr20"	32564992	32608893
"ENSG00000198547"	"C20orf203"	"chr20"	32631625	32673941
"ENSG00000088305"	"DNMT3B"	"chr20"	32762385	32809356
"ENSG00000078898"	"BPIFB2"	"chr20"	33007704	33023703
"ENSG00000186190"	"BPIFB3"	"chr20"	33055424	33073628
"ENSG00000183566"	"BPIFA4P"	"chr20"	33193585	33210462
"ENSG00000131059"	"BPIFA3"	"chr20"	33217310	33227806
"ENSG00000125999"	"BPIFB1"	"chr20"	33273480	33309871
"ENSG00000233146"	"BPIFB5P"	"chr20"	33316869	33329969
"ENSG00000101400"	"SNTA1"	"chr20"	33407957	33443763
"ENSG00000125967"	"NECAB3"	"chr20"	33657087	33674463
"ENSG00000078814"	"MYH7B"	"chr20"	34955810	35002437
"ENSG00000126005"	"MMP24OS"	"chr20"	35201745	35278131
"ENSG00000125966"	"MMP24"	"chr20"	35226690	35276998
"ENSG00000125998"	"FAM83C"	"chr20"	35285731	35292425
"ENSG00000101019"	"UQCC1"	"chr20"	35302566	35412031
"ENSG00000125991"	"ERGIC3"	"chr20"	35542038	35557634
"ENSG00000088340"	"FER1L4"	"chr20"	35558737	35607562
"ENSG00000088367"	"EPB41L1"	"chr20"	36091504	36232799
"ENSG00000080845"	"DLGAP4"	"chr20"	36306336	36528637
"ENSG00000232907"	"DLGAP4-AS1"	"chr20"	36507702	36573391
"ENSG00000101335"	"MYL9"	"chr20"	36541497	36551447
"ENSG00000149639"	"SOGA1"	"chr20"	36777447	36863538
"ENSG00000197122"	"SRC"	"chr20"	37344685	37406050
"ENSG00000274469"	"LINC01746"	"chr20"	37571103	37591493
"ENSG00000225759"	"LINC00489"	"chr20"	37619298	37623119
"ENSG00000132821"	"VSTM2L"	"chr20"	37903111	37945350
"ENSG00000198959"	"TGM2"	"chr20"	38127385	38166578
"ENSG00000149633"	"KIAA1755"	"chr20"	38210503	38260772
"ENSG00000124143"	"ARHGAP40"	"chr20"	38601934	38651035
"ENSG00000101438"	"SLC32A1"	"chr20"	38724486	38729372
"ENSG00000101445"	"PPP1R16B"	"chr20"	38805697	38923024
"ENSG00000204103"	"MAFB"	"chr20"	40685848	40689236
"ENSG00000183798"	"EMILIN3"	"chr20"	41359962	41366818
"ENSG00000196090"	"PTPRT"	"chr20"	42072752	43189970
"ENSG00000185513"	"L3MBTL1"	"chr20"	43489442	43550954
"ENSG00000124191"	"TOX2"	"chr20"	43914852	44069616
"ENSG00000124194"	"GDAP1L1"	"chr20"	44247099	44280947
"ENSG00000101076"	"HNF4A"	"chr20"	44355700	44434596
"ENSG00000101098"	"RIMS4"	"chr20"	44751808	44810546
"ENSG00000175121"	"WFDC5"	"chr20"	45109452	45115172
"ENSG00000124102"	"PI3"	"chr20"	45174902	45176544
"ENSG00000124107"	"SLPI"	"chr20"	45252239	45254564
"ENSG00000254806"	"SYS1-DBNDD2"	"chr20"	45363200	45410610
"ENSG00000124251"	"TP53TG5"	"chr20"	45372557	45407889
"ENSG00000101443"	"WFDC2"	"chr20"	45469753	45481532
"ENSG00000100985"	"MMP9"	"chr20"	46008908	46016561
"ENSG00000204044"	"SLC12A5-AS1"	"chr20"	46013500	46022073
"ENSG00000124140"	"SLC12A5"	"chr20"	46021690	46060150
"ENSG00000101017"	"CD40"	"chr20"	46118278	46129863
"ENSG00000149654"	"CDH22"	"chr20"	46173739	46308498
"ENSG00000062598"	"ELMO2"	"chr20"	46366050	46432985
"ENSG00000215452"	"ZNF663P"	"chr20"	46414228	46459276
"ENSG00000198185"	"ZNF334"	"chr20"	46499630	46513559
"ENSG00000064655"	"EYA2"	"chr20"	46894624	47188844
"ENSG00000196562"	"SULF2"	"chr20"	47656348	47786616
"ENSG00000124126"	"PREX1"	"chr20"	48624252	48827999
"ENSG00000158445"	"KCNB1"	"chr20"	49293394	49484297
"ENSG00000124212"	"PTGIS"	"chr20"	49503874	49568137
"ENSG00000197818"	"SLC9A8"	"chr20"	49812713	49892242
"ENSG00000124216"	"SNAI1"	"chr20"	49982980	49988886
"ENSG00000124208"	"PEDS1-UBE2V1"	"chr20"	50081124	50153637
"ENSG00000240849"	"PEDS1"	"chr20"	50118254	50153734
"ENSG00000277449"	"CEBPB-AS1"	"chr20"	50184598	50191498
"ENSG00000224397"	"PELATON"	"chr20"	50247643	50283250
"ENSG00000196396"	"PTPN1"	"chr20"	50510321	50585241
"ENSG00000042062"	"RIPOR3"	"chr20"	50586108	50691542
"ENSG00000182463"	"TSHZ2"	"chr20"	52972358	53495330
"ENSG00000054803"	"CBLN4"	"chr20"	55997357	56005519
"ENSG00000101144"	"BMP7"	"chr20"	57168753	57266641
"ENSG00000124092"	"CTCFL"	"chr20"	57495966	57525652
"ENSG00000124253"	"PCK1"	"chr20"	57561080	57568121
"ENSG00000124256"	"ZBP1"	"chr20"	57603846	57620576
"ENSG00000124225"	"PMEPA1"	"chr20"	57648392	57711536
"ENSG00000278709"	"NKILA"	"chr20"	57710156	57712780
"ENSG00000124237"	"C20orf85"	"chr20"	58150902	58161150
"ENSG00000124227"	"ANKRD60"	"chr20"	58218495	58228653
"ENSG00000231290"	"APCDD1L-DT"	"chr20"	58515379	58619888
"ENSG00000254995"	"STX16-NPEPL1"	"chr20"	58651434	58715410
"ENSG00000215440"	"NPEPL1"	"chr20"	58689131	58719238
"ENSG00000237121"	"PIEZO1P2"	"chr20"	58740532	58783821
"ENSG00000235590"	"GNAS-AS1"	"chr20"	58818919	58850903
"ENSG00000087460"	"GNAS"	"chr20"	58839718	58911192
"ENSG00000101160"	"CTSZ"	"chr20"	58985686	59008238
"ENSG00000124203"	"ZNF831"	"chr20"	59123381	59259113
"ENSG00000124205"	"EDN3"	"chr20"	59300443	59325992
"ENSG00000087495"	"PHACTR3"	"chr20"	59577509	59847711
"ENSG00000124215"	"CDH26"	"chr20"	59958423	60034011
"ENSG00000176659"	"C20orf197"	"chr20"	60055853	60072956
"ENSG00000228340"	"MIR646HG"	"chr20"	60087826	60653784
"ENSG00000179242"	"CDH4"	"chr20"	61252261	61940617
"ENSG00000130699"	"TAF4"	"chr20"	61953469	62065881
"ENSG00000184402"	"SS18L1"	"chr20"	62143769	62182514
"ENSG00000130703"	"OSBPL2"	"chr20"	62231922	62296213
"ENSG00000130706"	"ADRM1"	"chr20"	62302093	62308862
"ENSG00000130702"	"LAMA5"	"chr20"	62307955	62367312
"ENSG00000228812"	"LAMA5-AS1"	"chr20"	62352995	62356480
"ENSG00000149679"	"CABLES2"	"chr20"	62388632	62407285
"ENSG00000130701"	"RBBP8NL"	"chr20"	62410237	62427539
"ENSG00000130700"	"GATA5"	"chr20"	62463497	62475995
"ENSG00000174403"	"MIR1-1HG-AS1"	"chr20"	62544343	62551526
"ENSG00000174407"	"MIR1-1HG"	"chr20"	62550453	62570764
"ENSG00000226094"	"RPL7P3"	"chr20"	62572671	62573384
"ENSG00000101187"	"SLCO4A1"	"chr20"	62642503	62685785
"ENSG00000232803"	"SLCO4A1-AS1"	"chr20"	62663019	62666724
"ENSG00000237687"	"LINC00686"	"chr20"	62695024	62700480
"ENSG00000101188"	"NTSR1"	"chr20"	62708836	62762771
"ENSG00000101189"	"MRGBP"	"chr20"	62796473	62801729
"ENSG00000229873"	"OGFR-AS1"	"chr20"	62800627	62805587
"ENSG00000060491"	"OGFR"	"chr20"	62804835	62814000
"ENSG00000092758"	"COL9A3"	"chr20"	62816244	62841159
"ENSG00000101194"	"SLC17A9"	"chr20"	62952707	62969585
"ENSG00000125533"	"BHLHE23"	"chr20"	63005927	63007035
"ENSG00000272259"	"LINC01749"	"chr20"	63009383	63085071
"ENSG00000125514"	"LINC00029"	"chr20"	63034217	63037028
"ENSG00000237119"	"LINC01056"	"chr20"	63038011	63053863
"ENSG00000231133"	"HAR1B"	"chr20"	63090806	63102631
"ENSG00000101197"	"BIRC7"	"chr20"	63235883	63240495
"ENSG00000101198"	"NKAIN4"	"chr20"	63240784	63272694
"ENSG00000101199"	"ARFGAP1"	"chr20"	63272785	63289790
"ENSG00000101203"	"COL20A1"	"chr20"	63293186	63334851
"ENSG00000101204"	"CHRNA4"	"chr20"	63343223	63378401
"ENSG00000075043"	"KCNQ2"	"chr20"	63400208	63472677
"ENSG00000101210"	"EEF1A2"	"chr20"	63488013	63499239
"ENSG00000101213"	"PTK6"	"chr20"	63528001	63537376
"ENSG00000125508"	"SRMS"	"chr20"	63538489	63547749
"ENSG00000125531"	"FNDC11"	"chr20"	63547891	63556695
"ENSG00000130589"	"HELZ2"	"chr20"	63558086	63574239
"ENSG00000101216"	"GMEB2"	"chr20"	63587602	63627101
"ENSG00000197457"	"STMN3"	"chr20"	63639705	63657682
"ENSG00000258366"	"RTEL1"	"chr20"	63657810	63696253
"ENSG00000026036"	"RTEL1-TNFRSF6B"	"chr20"	63659300	63698684
"ENSG00000243509"	"TNFRSF6B"	"chr20"	63696652	63698684
"ENSG00000101246"	"ARFRP1"	"chr20"	63698642	63708025
"ENSG00000203896"	"LIME1"	"chr20"	63736283	63739103
"ENSG00000125520"	"SLC2A4RG"	"chr20"	63739776	63744050
"ENSG00000130584"	"ZBTB46"	"chr20"	63743668	63832038
"ENSG00000279610"	"C20orf181"	"chr20"	63843436	63843915
"ENSG00000198276"	"UCKL1"	"chr20"	63939829	63956416
"ENSG00000196700"	"ZNF512B"	"chr20"	63956704	63969930
"ENSG00000130590"	"SAMD10"	"chr20"	63974116	63980008
"ENSG00000101161"	"PRPF6"	"chr20"	63981132	64033100
"ENSG00000196421"	"C20orf204"	"chr20"	64034344	64039962
"ENSG00000203883"	"SOX18"	"chr20"	64047582	64049639
"ENSG00000171703"	"TCEA2"	"chr20"	64049836	64072347
"ENSG00000171700"	"RGS19"	"chr20"	64073181	64079988
"ENSG00000125510"	"OPRL1"	"chr20"	64080082	64100643
"ENSG00000196132"	"MYT1"	"chr20"	64102394	64242253
"ENSG00000125522"	"NPBWR2"	"chr20"	64103802	64107565
"ENSG00000280071"	"GATD3B"	"chr21"	5079294	5128413
"ENSG00000276076"	"CRYAA2"	"chr21"	6499203	6564489
"ENSG00000188681"	"TEKT4P2"	"chr21"	9068361	9129752
"ENSG00000187172"	"BAGE2"	"chr21"	10413477	10516431
"ENSG00000233442"	"PPP6R2P1"	"chr21"	14007134	14014880
"ENSG00000154721"	"JAM2"	"chr21"	25639258	25717562
"ENSG00000142192"	"APP"	"chr21"	25880550	26171128
"ENSG00000171189"	"GRIK1"	"chr21"	29536933	29940033
"ENSG00000156299"	"TIAM1"	"chr21"	31118416	31559977
"ENSG00000205930"	"C21orf62-AS1"	"chr21"	32772100	32955437
"ENSG00000205927"	"OLIG2"	"chr21"	33025935	33029196
"ENSG00000159216"	"RUNX1"	"chr21"	34787801	36004667
"ENSG00000159261"	"CLDN14"	"chr21"	36460621	36576569
"ENSG00000159263"	"SIM2"	"chr21"	36699115	36749917
"ENSG00000159267"	"HLCS"	"chr21"	36748626	36990236
"ENSG00000157542"	"KCNJ6"	"chr21"	37607373	38121345
"ENSG00000183778"	"B3GALT5"	"chr21"	39556442	39673137
"ENSG00000183036"	"PCP4"	"chr21"	39867438	39929397
"ENSG00000171587"	"DSCAM"	"chr21"	40010999	40847158
"ENSG00000227702"	"LINC00111"	"chr21"	41679181	41697336
"ENSG00000177398"	"UMODL1"	"chr21"	42062959	42143453
"ENSG00000160179"	"ABCG1"	"chr21"	42199689	42297244
"ENSG00000160180"	"TFF3"	"chr21"	42311667	42315409
"ENSG00000160185"	"UBASH3A"	"chr21"	42403447	42447684
"ENSG00000160190"	"SLC37A1"	"chr21"	42496008	42581440
"ENSG00000160209"	"PDXK"	"chr21"	43719094	43762307
"ENSG00000215458"	"AATBC"	"chr21"	43805758	43812567
"ENSG00000160216"	"AGPAT3"	"chr21"	43865223	43987592
"ENSG00000160218"	"TRAPPC10"	"chr21"	44012309	44106552
"ENSG00000160223"	"ICOSLG"	"chr21"	44217014	44240966
"ENSG00000142182"	"DNMT3L"	"chr21"	44246339	44262216
"ENSG00000160224"	"AIRE"	"chr21"	44285838	44298648
"ENSG00000141959"	"PFKL"	"chr21"	44300051	44327376
"ENSG00000160226"	"CFAP410"	"chr21"	44328944	44339402
"ENSG00000142185"	"TRPM2"	"chr21"	44350163	44443081
"ENSG00000160233"	"LRRC3"	"chr21"	44455510	44462196
"ENSG00000175894"	"TSPEAR"	"chr21"	44497893	44711572
"ENSG00000235890"	"TSPEAR-AS1"	"chr21"	44506807	44516575
"ENSG00000215455"	"KRTAP10-1"	"chr21"	44538981	44540195
"ENSG00000215454"	"KRTAP10-4"	"chr21"	44573724	44638284
"ENSG00000272804"	"KRTAP10-7"	"chr21"	44600597	44602174
"ENSG00000243489"	"KRTAP10-11"	"chr21"	44646414	44647650
"ENSG00000221864"	"KRTAP12-2"	"chr21"	44666189	44666927
"ENSG00000187175"	"KRTAP12-1"	"chr21"	44681576	44682163
"ENSG00000160255"	"ITGB2"	"chr21"	44885953	44931989
"ENSG00000183250"	"LINC01547"	"chr21"	44932814	44939937
"ENSG00000160256"	"FAM207A"	"chr21"	44940012	44976989
"ENSG00000234880"	"LINC00163"	"chr21"	44989864	44994086
"ENSG00000275874"	"PICSAR"	"chr21"	44999208	45004727
"ENSG00000197381"	"ADARB1"	"chr21"	45073853	45226560
"ENSG00000223768"	"LINC00205"	"chr21"	45288050	45297806
"ENSG00000184274"	"LINC00315"	"chr21"	45300245	45305257
"ENSG00000182871"	"COL18A1"	"chr21"	45405165	45513720
"ENSG00000224574"	"COL18A1-AS2"	"chr21"	45407386	45410065
"ENSG00000173638"	"SLC19A1"	"chr21"	45493572	45573365
"ENSG00000233922"	"LINC01694"	"chr21"	45593654	45603088
"ENSG00000183570"	"PCBP3"	"chr21"	45643694	45942454
"ENSG00000205424"	"PCBP3-AS1"	"chr21"	45827961	45837987
"ENSG00000142156"	"COL6A1"	"chr21"	45981770	46005050
"ENSG00000142173"	"COL6A2"	"chr21"	46098112	46132848
"ENSG00000160282"	"FTCD"	"chr21"	46136160	46155579
"ENSG00000237338"	"FTCD-AS1"	"chr21"	46151614	46152647
"ENSG00000160284"	"SPATC1L"	"chr21"	46161148	46184476
"ENSG00000160285"	"LSS"	"chr21"	46188141	46228824
"ENSG00000234381"	"MED15P7"	"chr22"	15635180	15644330
"ENSG00000198062"	"POTEH"	"chr22"	15690026	15721631
"ENSG00000225255"	"PSLNR"	"chr22"	15746630	15778297
"ENSG00000235992"	"GRAMD4P2"	"chr22"	15749156	15750825
"ENSG00000206195"	"DUXAP8"	"chr22"	15784959	15829984
"ENSG00000223875"	"NBEAP3"	"chr22"	15852990	15893942
"ENSG00000215270"	"TOMM40P2"	"chr22"	15854195	15855243
"ENSG00000100181"	"TPTEP1"	"chr22"	16601887	16698742
"ENSG00000241717"	"VWFP1"	"chr22"	16690103	16704477
"ENSG00000183307"	"TMEM121B"	"chr22"	17116297	17121367
"ENSG00000235478"	"LINC01664"	"chr22"	17121560	17132104
"ENSG00000015475"	"BID"	"chr22"	17734138	17774770
"ENSG00000269220"	"LINC00528"	"chr22"	17777322	17779481
"ENSG00000243156"	"MICAL3"	"chr22"	17787649	18024561
"ENSG00000274602"	"PI4KAP1"	"chr22"	18533646	18577968
"ENSG00000275793"	"RIMBP3"	"chr22"	18605815	18611919
"ENSG00000197421"	"GGT3P"	"chr22"	18773665	18843399
"ENSG00000215544"	"BCRP7"	"chr22"	18855621	18858640
"ENSG00000183628"	"DGCR6"	"chr22"	18906028	18914238
"ENSG00000100033"	"PRODH"	"chr22"	18912777	18936553
"ENSG00000286025"	"FAM246C"	"chr22"	19029524	19031242
"ENSG00000070413"	"DGCR2"	"chr22"	19036282	19122454
"ENSG00000063515"	"GSC2"	"chr22"	19146993	19150292
"ENSG00000100075"	"SLC25A1"	"chr22"	19175581	19178739
"ENSG00000070371"	"CLTCL1"	"chr22"	19179473	19291719
"ENSG00000093009"	"CDC45"	"chr22"	19479457	19520612
"ENSG00000184702"	"SEPTIN5"	"chr22"	19714503	19724224
"ENSG00000184058"	"TBX1"	"chr22"	19756703	19783593
"ENSG00000185838"	"GNB1L"	"chr22"	19783223	19854939
"ENSG00000184470"	"TXNRD2"	"chr22"	19875517	19941820
"ENSG00000093010"	"COMT"	"chr22"	19941371	19969975
"ENSG00000099889"	"ARVCF"	"chr22"	19969896	20016823
"ENSG00000183597"	"TANGO2"	"chr22"	20017014	20067164
"ENSG00000099899"	"TRMT2A"	"chr22"	20111875	20117392
"ENSG00000099904"	"ZDHHC8"	"chr22"	20129456	20148007
"ENSG00000234409"	"CCDC188"	"chr22"	20148416	20151055
"ENSG00000040608"	"RTN4R"	"chr22"	20241415	20283246
"ENSG00000128185"	"DGCR6L"	"chr22"	20314238	20320080
"ENSG00000244486"	"SCARF2"	"chr22"	20424584	20437826
"ENSG00000250261"	"CCDC74BP1"	"chr22"	20587496	20592218
"ENSG00000223553"	"SMPD4P1"	"chr22"	20602595	20656914
"ENSG00000226287"	"TMEM191A"	"chr22"	20701114	20704606
"ENSG00000241973"	"PI4KA"	"chr22"	20707691	20859417
"ENSG00000099940"	"SNAP29"	"chr22"	20859007	20891214
"ENSG00000183773"	"AIFM3"	"chr22"	20965108	20981360
"ENSG00000099949"	"LZTR1"	"chr22"	20982269	20999032
"ENSG00000099957"	"P2RX6"	"chr22"	21009808	21028830
"ENSG00000099960"	"SLC7A4"	"chr22"	21028718	21032840
"ENSG00000187905"	"LRRC74B"	"chr22"	21045960	21064168
"ENSG00000232771"	"PPP1R26P5"	"chr22"	21341595	21345258
"ENSG00000279920"	"LINC01651"	"chr22"	21354563	21358067
"ENSG00000274600"	"RIMBP3B"	"chr22"	21383374	21389478
"ENSG00000169635"	"HIC2"	"chr22"	21417371	21451463
"ENSG00000183506"	"PI4KAP2"	"chr22"	21473000	21517533
"ENSG00000183246"	"RIMBP3C"	"chr22"	21545666	21551461
"ENSG00000185651"	"UBE2L3"	"chr22"	21549447	21624034
"ENSG00000128228"	"SDF2L1"	"chr22"	21642302	21644299
"ENSG00000100023"	"PPIL2"	"chr22"	21666000	21700015
"ENSG00000100034"	"PPM1F"	"chr22"	21919425	21952848
"ENSG00000224086"	"PPM1F-AS1"	"chr22"	21938269	21977632
"ENSG00000100038"	"TOP3B"	"chr22"	21957025	21982813
"ENSG00000263366"	"ABHD17AP5"	"chr22"	22114844	22118005
"ENSG00000254709"	"IGLL5"	"chr22"	22887780	22896111
"ENSG00000211677"	"IGLC2"	"chr22"	22900976	22901437
"ENSG00000100218"	"RSPH14"	"chr22"	23059415	23145021
"ENSG00000128266"	"GNAZ"	"chr22"	23070519	23125032
"ENSG00000186716"	"BCR"	"chr22"	23179704	23318037
