hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-PAAD	cg06518628	chr8	103501201	103501500	23
TCGA-PAAD	cg04883903	chr12	117360901	117361200	35
TCGA-PAAD	cg12662072	chr5	64690801	64691100	31
TCGA-PAAD	cg19594305	chr19	33621901	33622200	43
TCGA-PAAD	cg01130127	chr19	50725501	50725800	15
TCGA-PAAD	cg07821629	chr7	38631001	38631300	43
TCGA-PAAD	cg11400774	chr1	156081301	156081600	18
TCGA-PAAD	cg24280540	chr8	68331001	68331300	34
TCGA-PAAD	cg02980079	chr10	49115101	49115400	35
TCGA-PAAD	cg09336320	chr5	175797601	175797900	15
TCGA-PAAD	cg23032936	chr10	47165701	47166000	16
TCGA-PAAD	cg17016394	chr21	33069901	33070200	35
TCGA-PAAD	cg26565021	chr19	33621901	33622200	43
TCGA-PAAD	cg12565585	chr8	104223601	104223900	19
TCGA-PAAD	cg10239098	chr2	176130601	176130900	25
TCGA-PAAD	cg27618240	chr7	20784901	20785200	32
TCGA-PAAD	cg23665381	chr4	5708101	5708400	22
TCGA-PAAD	cg00179217	chr6	31863301	31863600	13
TCGA-PAAD	cg07875818	chr7	132576901	132577200	51
TCGA-PAAD	cg23229395	chr19	58098301	58098600	26
TCGA-PAAD	cg07926691	chr7	38631301	38631600	36
TCGA-PAAD	cg14252519	chr9	134641801	134642100	36
TCGA-PAAD	cg17537177	chr12	130161301	130161600	25
TCGA-PAAD	cg01956420	chr13	110307301	110307600	37
TCGA-PAAD	cg03704308	chr7	42493801	42494100	5
TCGA-PAAD	cg01065003	chr18	26550601	26550900	28
TCGA-PAAD	cg23686014	chr7	93890401	93890700	22
TCGA-PAAD	cg20011402	chr10	17454001	17454300	42
TCGA-PAAD	cg10435849	chr21	46098601	46098900	34
TCGA-PAAD	cg02482218	chr16	12901501	12901800	24
TCGA-PAAD	cg15808943	chr2	176129701	176130000	30
TCGA-PAAD	cg20634442	chr17	77528401	77528700	22
TCGA-PAAD	cg10684547	chr7	155787301	155787600	35
TCGA-PAAD	cg09118932	chr2	1744501	1744800	37
TCGA-PAAD	cg00240432	chr7	19117501	19117800	19
TCGA-PAAD	cg15086113	chr19	1766101	1766400	24
TCGA-PAAD	cg03781266	chr7	43113301	43113600	23
TCGA-PAAD	cg09553380	chr2	206444101	206444400	17
TCGA-PAAD	cg10250663	chr16	55324501	55324800	33
TCGA-PAAD	cg01805540	chr10	18140701	18141000	30
TCGA-PAAD	cg19875547	chr7	38631001	38631300	43
TCGA-PAAD	cg06749715	chr14	36663001	36663300	28
TCGA-PAAD	cg14458834	chr17	48577801	48578100	31
TCGA-PAAD	cg22946150	chr15	83447101	83447400	25
TCGA-PAAD	cg07657064	chr19	58098301	58098600	26
TCGA-PAAD	cg19665362	chr15	82647901	82648200	38
TCGA-PAAD	cg27237300	chr21	33069901	33070200	35
TCGA-PAAD	cg26429655	chr5	179345101	179345400	45
TCGA-PAAD	cg17296482	chr12	4272901	4273200	22
TCGA-PAAD	cg08528826	chr7	139483501	139483800	27
TCGA-PAAD	cg03385864	chr17	44967901	44968200	46
TCGA-PAAD	cg20664238	chr15	88255501	88255800	29
TCGA-PAAD	cg19767562	chr7	100626601	100626900	26
TCGA-PAAD	cg13405887	chr9	129620401	129620700	34
TCGA-PAAD	cg02364610	chr11	46295401	46295700	28
TCGA-PAAD	cg25104105	chr1	14598601	14598900	37
TCGA-PAAD	cg03112087	chr4	141132301	141132600	30
TCGA-PAAD	cg04673825	chr4	10457401	10457700	31
TCGA-PAAD	cg20185017	chr10	18140701	18141000	30
TCGA-PAAD	cg09896120	chr11	46296001	46296300	11
TCGA-PAAD	cg10293925	chr7	38631301	38631600	36
TCGA-PAAD	cg24531255	chr7	93890401	93890700	22
TCGA-PAAD	cg24531255	chr7	93890701	93891000	26
TCGA-PAAD	cg16427096	chr16	1152301	1152600	31
TCGA-PAAD	cg18363192	chr6	31863601	31863900	13
TCGA-PAAD	cg25756635	chr19	1761901	1762200	14
TCGA-PAAD	cg03858756	chr2	176129701	176130000	30
TCGA-PAAD	cg08453021	chr7	37448701	37449000	27
TCGA-PAAD	cg08236767	chr2	106887001	106887300	27
TCGA-PAAD	cg08294986	chr11	119356201	119356500	22
TCGA-PAAD	cg12072964	chr18	7117201	7117500	31
TCGA-PAAD	cg12356890	chr10	11017501	11017800	32
TCGA-PAAD	cg26328510	chr10	11017501	11017800	32
TCGA-PAAD	cg08377398	chr4	6200701	6201000	28
TCGA-PAAD	cg02390319	chr1	3393601	3393900	32
TCGA-PAAD	cg00919016	chr7	139483501	139483800	27
TCGA-PAAD	cg02150988	chr2	176188501	176188800	34
TCGA-PAAD	cg26055770	chr3	73624801	73625100	35
TCGA-PAAD	cg15632826	chr6	31863901	31864200	12
TCGA-PAAD	cg27084746	chr6	31863601	31863900	13
TCGA-PAAD	cg21546671	chr17	48577801	48578100	31
TCGA-PAAD	cg03703637	chr5	179344501	179344800	29
TCGA-PAAD	cg20483857	chr2	106886101	106886400	39
TCGA-PAAD	cg22346124	chr11	2270401	2270700	37
TCGA-PAAD	cg23858040	chr10	11017501	11017800	32
TCGA-PAAD	cg09656848	chr11	61509001	61509300	39
TCGA-PAAD	cg18331515	chr5	179345101	179345400	45
TCGA-PAAD	cg10079740	chr16	55479301	55479600	40
TCGA-PAAD	cg20803857	chr2	106886101	106886400	39
TCGA-PAAD	cg18485844	chr11	2270401	2270700	37
TCGA-PAAD	cg08711858	chr5	173329501	173329800	35
TCGA-PAAD	cg10636403	chr7	27096601	27096900	18
TCGA-PAAD	cg16418810	chr4	5711101	5711400	31
TCGA-PAAD	cg19542816	chr2	176188501	176188800	34
TCGA-PAAD	cg17290701	chr10	11017501	11017800	32
TCGA-PAAD	cg20979852	chr3	141051601	141051900	35
TCGA-PAAD	cg08452658	chr15	83107501	83107800	41
TCGA-PAAD	cg13543854	chr10	8053501	8053800	35
TCGA-PAAD	cg20383155	chr6	31863601	31863900	13
TCGA-PAAD	cg09729848	chr5	179343901	179344200	34
TCGA-PAAD	cg21116447	chr6	31863901	31864200	12
TCGA-PAAD	cg27041794	chr10	11017501	11017800	32
TCGA-PAAD	cg16317181	chr10	84194701	84195000	28
TCGA-PAAD	cg26692294	chr5	6448801	6449100	30
TCGA-PAAD	cg27347290	chr6	31863601	31863900	13
TCGA-PAAD	cg09420439	chr7	27096601	27096900	18
TCGA-PAAD	cg24085895	chr1	182615401	182615700	10
TCGA-PAAD	cg04434339	chr2	106887001	106887300	27
TCGA-PAAD	cg03813164	chr10	11017501	11017800	32
TCGA-PAAD	cg17079833	chr12	22334701	22335000	31
TCGA-PAAD	cg23071120	chr1	13513801	13514100	29
TCGA-PAAD	cg09125430	chr12	21774301	21774600	18
TCGA-PAAD	cg23194719	chr10	50418001	50418300	36
TCGA-PAAD	cg04167903	chr7	27096001	27096300	29
TCGA-PAAD	cg23034818	chr14	105248101	105248400	25
TCGA-PAAD	cg16941656	chr13	32031301	32031600	27
TCGA-PAAD	cg01237565	chr14	105248401	105248700	48
TCGA-PCPG	cg19766471	chr11	2301301	2301600	14
TCGA-PCPG	cg19244064	chr10	102231901	102232200	17
TCGA-PCPG	cg00291478	chr10	119541301	119541600	7
TCGA-PCPG	cg21311067	chr19	4916701	4917000	11
TCGA-PCPG	cg16013670	chr1	241640701	241641000	8
TCGA-PCPG	cg00681462	chr14	75333901	75334200	18
TCGA-PCPG	cg27215100	chr17	82449601	82449900	13
TCGA-PCPG	cg13488501	chr1	46339801	46340100	9
TCGA-PCPG	cg21141143	chr5	61626601	61626900	10
TCGA-PCPG	cg01444487	chr19	33684001	33684300	10
TCGA-PCPG	cg03304019	chr10	132185401	132185700	27
TCGA-PCPG	cg18816701	chr12	2690701	2691000	9
TCGA-PCPG	cg05673731	chr1	29238601	29238900	12
TCGA-PCPG	cg22210337	chr11	2301301	2301600	14
TCGA-PCPG	cg24619378	chr5	141491701	141492000	28
TCGA-PCPG	cg17006136	chr4	185638201	185638500	14
TCGA-PCPG	cg12127282	chr2	176149801	176150100	9
TCGA-PCPG	cg04301614	chr4	37584301	37584600	7
TCGA-PCPG	cg16757384	chr12	124545601	124545900	11
TCGA-PCPG	cg12154045	chr19	1465501	1465800	29
TCGA-PCPG	cg08989478	chr10	80535601	80535900	14
TCGA-PCPG	cg22079008	chr19	31352401	31352700	8
TCGA-PCPG	cg04330884	chr10	124650901	124651200	9
TCGA-PCPG	cg17198711	chr16	1093801	1094100	36
TCGA-PCPG	cg12875426	chr18	49461001	49461300	14
TCGA-PCPG	cg04331189	chr2	159285601	159285900	7
TCGA-PCPG	cg24373369	chr15	65028301	65028600	8
TCGA-PCPG	cg13502540	chr6	31198501	31198800	11
TCGA-PCPG	cg15488009	chr19	681301	681600	27
TCGA-PCPG	cg04212021	chr5	180804001	180804300	14
TCGA-PCPG	cg05991820	chr10	11742901	11743200	14
TCGA-PCPG	cg12488585	chr12	131949301	131949600	10
TCGA-PCPG	cg14924160	chr13	40921801	40922100	29
TCGA-PCPG	cg09020213	chr13	114044401	114044700	23
TCGA-PCPG	cg11542394	chr15	100878601	100878900	8
TCGA-PCPG	cg22221074	chr12	3753601	3753900	5
TCGA-PCPG	cg03762572	chr1	7632001	7632300	14
TCGA-PCPG	cg01032675	chr19	3136201	3136500	17
TCGA-PCPG	cg09173768	chr2	176124601	176124900	21
TCGA-PCPG	cg01572694	chr17	48579901	48580200	15
TCGA-PCPG	cg18573327	chr12	114685801	114686100	13
TCGA-PCPG	cg09682213	chr15	83108101	83108400	16
TCGA-PCPG	cg01577760	chr11	68008501	68008800	10
TCGA-PCPG	cg03383434	chr9	137424001	137424300	20
TCGA-PCPG	cg22016995	chr11	614701	615000	30
TCGA-PCPG	cg07530063	chr14	100147201	100147500	13
TCGA-PCPG	cg15611912	chr10	119541301	119541600	7
TCGA-PCPG	cg04578317	chr14	104723401	104723700	18
TCGA-PCPG	cg25143652	chr20	63537301	63537600	17
TCGA-PCPG	cg08091707	chr19	859501	859800	15
TCGA-PCPG	cg23278235	chr12	132524401	132524700	11
TCGA-PCPG	cg21450829	chr3	183252901	183253200	19
TCGA-PCPG	cg23497683	chr2	100142401	100142700	10
TCGA-PCPG	cg13480549	chr1	2127301	2127600	13
TCGA-PCPG	cg03461851	chr15	62165401	62165700	14
TCGA-PCPG	cg03573679	chr7	2406001	2406300	6
TCGA-PCPG	cg13726459	chr12	54015601	54015900	7
TCGA-PCPG	cg05266564	chr2	176159701	176160000	20
TCGA-PCPG	cg16882373	chr7	26151601	26151900	10
TCGA-PCPG	cg03292284	chr1	241640701	241641000	8
TCGA-PCPG	cg08866634	chr5	176535301	176535600	7
TCGA-PCPG	cg19519747	chr2	176149801	176150100	9
TCGA-PCPG	cg17264513	chr7	8436601	8436900	9
TCGA-PCPG	cg08750504	chr2	172081201	172081500	19
TCGA-PCPG	cg02246725	chr11	1992601	1992900	14
TCGA-PCPG	cg26857315	chr19	932701	933000	19
TCGA-PCPG	cg12507869	chr10	132544501	132544800	11
TCGA-PCPG	cg16643542	chr19	827701	828000	14
TCGA-PCPG	cg16564156	chr1	200890501	200890800	6
TCGA-PCPG	cg11372934	chr4	1201501	1201800	14
TCGA-PCPG	cg02147126	chr19	827701	828000	14
TCGA-PCPG	cg12759096	chr1	1213501	1213800	21
TCGA-PCPG	cg11164506	chr15	66357001	66357300	10
TCGA-PCPG	cg14579240	chr9	137307601	137307900	10
TCGA-PCPG	cg26666428	chr10	130203901	130204200	6
TCGA-PCPG	cg00095523	chr12	114667501	114667800	16
TCGA-PCPG	cg17484733	chr2	85134901	85135200	23
TCGA-PCPG	cg07890553	chr3	119463901	119464200	7
TCGA-PCPG	cg07847030	chr2	85134601	85134900	14
TCGA-PCPG	cg04772575	chr12	122947201	122947500	9
TCGA-PCPG	cg11316131	chr5	180803701	180804000	11
TCGA-PRAD	cg12808347	chr2	11481601	11481900	9
TCGA-PRAD	cg08521187	chr2	7430701	7431000	12
TCGA-PRAD	cg17346145	chr17	79781701	79782000	9
TCGA-PRAD	cg06380691	chr13	114062701	114063000	15
TCGA-PRAD	cg15982099	chr11	47378101	47378400	15
TCGA-PRAD	cg19622474	chr5	37835401	37835700	7
TCGA-PRAD	cg25814649	chr13	106491601	106491900	9
TCGA-PRAD	cg23950714	chr5	177508201	177508500	23
TCGA-PRAD	cg15265222	chr13	21668701	21669000	9
TCGA-PRAD	cg10435245	chr11	47378401	47378700	10
TCGA-PRAD	cg14421700	chr17	79782001	79782300	9
TCGA-PRAD	cg13430450	chr9	104928601	104928900	4
TCGA-PRAD	cg00893603	chr13	26012701	26013000	9
TCGA-PRAD	cg14342707	chr6	167652601	167652900	13
TCGA-PRAD	cg21946195	chr2	85785001	85785300	12
TCGA-PRAD	cg02008818	chr3	170907601	170907900	12
TCGA-PRAD	cg01548965	chr11	73377301	73377600	7
TCGA-PRAD	cg04608933	chr11	2533501	2533800	12
TCGA-PRAD	cg16651262	chr2	27891301	27891600	7
TCGA-PRAD	cg04331601	chr19	17523001	17523300	6
TCGA-PRAD	cg19937499	chr13	110799301	110799600	9
TCGA-PRAD	cg23013850	chr2	224401501	224401800	11
TCGA-PRAD	cg09178025	chr11	62927401	62927700	9
TCGA-PRAD	cg04728863	chr14	58396501	58396800	5
TCGA-PRAD	cg01700504	chr13	20231101	20231400	8
TCGA-PRAD	cg17950348	chr7	157390501	157390800	6
TCGA-PRAD	cg14669524	chr6	44342101	44342400	6
TCGA-PRAD	cg07675031	chr11	47378101	47378400	15
TCGA-PRAD	cg20931972	chr4	15848401	15848700	6
TCGA-PRAD	cg09712682	chr16	10553401	10553700	8
TCGA-PRAD	cg08386537	chr2	170712601	170712900	12
TCGA-PRAD	cg08368934	chr16	57667501	57667800	9
TCGA-PRAD	cg04931032	chr10	97198801	97199100	9
TCGA-PRAD	cg02351804	chr18	45837901	45838200	15
TCGA-PRAD	cg18251191	chr19	32224201	32224500	16
TCGA-PRAD	cg00980649	chr14	105900601	105900900	15
TCGA-PRAD	cg22051204	chr5	77077801	77078100	18
TCGA-PRAD	cg15368455	chr5	37835701	37836000	13
TCGA-PRAD	cg14410964	chr9	136532401	136532700	14
TCGA-PRAD	cg12550731	chr1	184386001	184386300	11
TCGA-PRAD	cg03087897	chr19	14439901	14440200	6
TCGA-PRAD	cg18422587	chr7	3094801	3095100	12
TCGA-PRAD	cg00549601	chr12	51814801	51815100	30
TCGA-PRAD	cg15469321	chr1	220876501	220876800	11
TCGA-PRAD	cg01869896	chr1	39954601	39954900	12
TCGA-PRAD	cg26701390	chr2	19352101	19352400	14
TCGA-PRAD	cg07787634	chr1	241551901	241552200	8
TCGA-PRAD	cg24390590	chr15	101451301	101451600	8
TCGA-PRAD	cg17679743	chr17	78271801	78272100	6
TCGA-PRAD	cg12894984	chr17	39667201	39667500	11
TCGA-PRAD	cg13462622	chr9	34578901	34579200	9
TCGA-PRAD	cg09701582	chr2	176152801	176153100	13
TCGA-PRAD	cg16962442	chr13	114062701	114063000	15
TCGA-PRAD	cg06434451	chr1	32336401	32336700	21
TCGA-PRAD	cg02799090	chr10	128709901	128710200	25
TCGA-PRAD	cg05459190	chr10	132296701	132297000	14
TCGA-PRAD	cg20303075	chr8	79891801	79892100	32
TCGA-PRAD	cg01674405	chr9	135979501	135979800	9
TCGA-PRAD	cg09811393	chr3	50275501	50275800	23
TCGA-PRAD	cg05670995	chr10	125774101	125774400	34
TCGA-PRAD	cg02570888	chr1	225677101	225677400	7
TCGA-PRAD	cg16672203	chr6	31776601	31776900	10
TCGA-PRAD	cg21311067	chr19	4916701	4917000	11
TCGA-PRAD	cg08257257	chr11	68750101	68750400	25
TCGA-PRAD	cg12299599	chr7	25895101	25895400	4
TCGA-PRAD	cg14585415	chr10	101018701	101019000	19
TCGA-PRAD	cg01681367	chr16	29664601	29664900	16
TCGA-PRAD	cg16651552	chr5	483301	483600	20
TCGA-PRAD	cg16814416	chr1	44806501	44806800	13
TCGA-PRAD	cg25929976	chr3	12287101	12287400	10
TCGA-PRAD	cg02047809	chr14	30873901	30874200	15
TCGA-PRAD	cg04941246	chr3	55484101	55484400	11
TCGA-PRAD	cg15202213	chr11	640801	641100	10
TCGA-PRAD	cg16597045	chr1	9654601	9654900	10
TCGA-PRAD	cg01129847	chr19	2281801	2282100	11
TCGA-PRAD	cg23322546	chr2	176175301	176175600	15
TCGA-PRAD	cg27410601	chr17	78125401	78125700	12
TCGA-PRAD	cg00221709	chr15	96362101	96362400	9
TCGA-PRAD	cg26608305	chr11	925201	925500	27
TCGA-PRAD	cg07933682	chr19	3025201	3025500	12
TCGA-PRAD	cg21396537	chr20	36065401	36065700	18
TCGA-PRAD	cg17207512	chr6	11382301	11382600	6
TCGA-PRAD	cg05563662	chr10	101290501	101290800	7
TCGA-PRAD	cg15130211	chr3	128557201	128557500	4
TCGA-PRAD	cg02061173	chr5	78509701	78510000	15
TCGA-PRAD	cg16379283	chr14	75334201	75334500	12
TCGA-PRAD	cg13053992	chr21	44243101	44243400	15
TCGA-PRAD	cg17143376	chr10	133389301	133389600	11
TCGA-PRAD	cg08865099	chr7	27241801	27242100	8
TCGA-PRAD	cg26115531	chr12	47946601	47946900	9
TCGA-PRAD	cg00370123	chr7	1073101	1073400	12
TCGA-PRAD	cg12353452	chr12	51324001	51324300	21
TCGA-PRAD	cg21141143	chr5	61626601	61626900	10
TCGA-PRAD	cg13933070	chr9	91162801	91163100	8
TCGA-PRAD	cg03519577	chr20	4815001	4815300	11
TCGA-PRAD	cg00149716	chr20	13219201	13219500	10
TCGA-PRAD	cg07136905	chr1	169105201	169105500	5
TCGA-PRAD	cg12194745	chr17	81456601	81456900	9
TCGA-PRAD	cg20710519	chr5	6775501	6775800	8
TCGA-PRAD	cg03304019	chr10	132185401	132185700	27
TCGA-PRAD	cg18816701	chr12	2690701	2691000	9
TCGA-PRAD	cg24642820	chr3	13420801	13421100	10
TCGA-PRAD	cg08442934	chr4	1771501	1771800	15
TCGA-PRAD	cg07400503	chr10	132296701	132297000	14
TCGA-PRAD	cg09730801	chr17	49971301	49971600	13
TCGA-PRAD	cg00157962	chr1	108559501	108559800	5
TCGA-PRAD	cg26154999	chr2	224401501	224401800	11
TCGA-PRAD	cg26433582	chr11	69080701	69081000	4
TCGA-READ	cg26046772	chr7	55345201	55345500	21
TCGA-READ	cg05673293	chr16	71441101	71441400	12
TCGA-READ	cg16597102	chr2	27082501	27082800	22
TCGA-READ	cg21179305	chr9	37119901	37120200	21
TCGA-READ	cg16277169	chr12	114674101	114674400	18
TCGA-READ	cg04450003	chr12	49962001	49962300	22
TCGA-READ	cg27261219	chr12	50842801	50843100	21
TCGA-READ	cg09285795	chr13	112107001	112107300	11
TCGA-READ	cg21618730	chr13	112161301	112161600	9
TCGA-READ	cg19585433	chr12	133081201	133081500	7
TCGA-READ	cg14652095	chr6	26017801	26018100	17
TCGA-READ	cg17425810	chr1	47983801	47984100	11
TCGA-READ	cg21030598	chr3	196739401	196739700	8
TCGA-READ	cg11002686	chr7	55344901	55345200	35
TCGA-READ	cg05233324	chr2	8487901	8488200	8
TCGA-READ	cg18315380	chr7	1056001	1056300	11
TCGA-READ	cg23077820	chr2	222289201	222289500	14
TCGA-READ	cg06933824	chr5	172683301	172683600	34
TCGA-READ	cg13340279	chr15	67033201	67033500	11
TCGA-READ	cg00709966	chr7	27213301	27213600	22
TCGA-READ	cg14064526	chr5	176744101	176744400	15
TCGA-READ	cg06895767	chr8	15236401	15236700	9
TCGA-READ	cg01129847	chr19	2281801	2282100	11
TCGA-READ	cg23322546	chr2	176175301	176175600	15
TCGA-READ	cg22627570	chr13	22927201	22927500	12
TCGA-READ	cg20873136	chr2	128280001	128280300	8
TCGA-READ	cg02307239	chr4	173500201	173500500	22
TCGA-READ	cg08865099	chr7	27241801	27242100	8
TCGA-READ	cg21200654	chr7	130492201	130492500	33
TCGA-READ	cg25966908	chr7	55449001	55449300	26
TCGA-READ	cg20697926	chr18	79617301	79617600	32
TCGA-READ	cg11246938	chr12	114674401	114674700	40
TCGA-READ	cg06212135	chr7	130491901	130492200	32
TCGA-READ	cg23588121	chr6	100457101	100457400	8
TCGA-READ	cg17463287	chr16	71441401	71441700	29
TCGA-READ	cg07212940	chr3	62318401	62318700	12
TCGA-READ	cg26472910	chr13	28099501	28099800	13
TCGA-READ	cg24768561	chr2	235493101	235493400	20
TCGA-READ	cg04387597	chr17	74446801	74447100	19
TCGA-READ	cg00144335	chr4	107101	107400	25
TCGA-READ	cg09419005	chr17	82449301	82449600	12
TCGA-READ	cg12111714	chr13	25469101	25469400	25
TCGA-READ	cg10472919	chr5	135930901	135931200	16
TCGA-READ	cg01432120	chr2	128736901	128737200	28
TCGA-READ	cg07938252	chr20	62709301	62709600	29
TCGA-READ	cg14024893	chr9	137048401	137048700	8
TCGA-READ	cg19679397	chr11	70202701	70203000	13
TCGA-READ	cg24878115	chr19	18434101	18434400	15
TCGA-READ	cg19764418	chr1	237041701	237042000	18
TCGA-READ	cg18268547	chr17	81648301	81648600	35
TCGA-READ	cg18557185	chr7	27088501	27088800	18
TCGA-READ	cg24050474	chr3	39502801	39503100	6
TCGA-READ	cg08251399	chr2	31234501	31234800	30
TCGA-READ	cg04910970	chr6	99606001	99606300	10
TCGA-READ	cg21858108	chr12	132186301	132186600	14
TCGA-READ	cg14376836	chr9	91844101	91844400	8
TCGA-READ	cg12065943	chr17	19978501	19978800	6
TCGA-READ	cg02045011	chr7	158318401	158318700	14
TCGA-READ	cg20653009	chr17	37844401	37844700	11
TCGA-READ	cg27434368	chr19	19539901	19540200	22
TCGA-READ	cg27169020	chr15	83285401	83285700	12
TCGA-READ	cg16703135	chr7	55449301	55449600	28
TCGA-READ	cg23060047	chr12	130334701	130335000	6
TCGA-READ	cg15907473	chr13	94601101	94601400	10
TCGA-READ	cg08106066	chr1	54475201	54475500	13
TCGA-READ	cg02854229	chr14	101496601	101496900	14
TCGA-READ	cg18393046	chr17	58156501	58156800	6
TCGA-READ	cg01360413	chr17	74325601	74325900	14
TCGA-READ	cg04311403	chr1	236396101	236396400	13
TCGA-READ	cg10933774	chr11	72794101	72794400	6
TCGA-READ	cg25787956	chr18	79788601	79788900	24
TCGA-READ	cg01213519	chr5	135050401	135050700	31
TCGA-READ	cg12695707	chr19	15010501	15010800	10
TCGA-READ	cg05184394	chr2	130755001	130755300	6
TCGA-READ	cg10091996	chr16	31537201	31537500	19
TCGA-READ	cg08512353	chr11	134360101	134360400	11
TCGA-READ	cg01204927	chr6	28537501	28537800	12
TCGA-READ	cg03427298	chr3	68932801	68933100	16
TCGA-READ	cg11590772	chr19	8592901	8593200	9
TCGA-READ	cg12363472	chr6	165805201	165805500	21
TCGA-READ	cg18119735	chr1	236686801	236687100	30
TCGA-READ	cg01564135	chr7	27241501	27241800	7
TCGA-READ	cg15922693	chr12	51216901	51217200	14
TCGA-READ	cg25301767	chr12	49337401	49337700	8
TCGA-READ	cg20164601	chr7	64181701	64182000	35
TCGA-READ	cg05765580	chr17	27793201	27793500	11
TCGA-READ	cg23633856	chr1	170667001	170667300	15
TCGA-READ	cg21931419	chr14	74426401	74426700	8
TCGA-READ	cg07783843	chr2	176132401	176132700	15
TCGA-READ	cg18836319	chr6	27290701	27291000	10
TCGA-READ	cg19190699	chr15	100973701	100974000	39
TCGA-READ	cg16717225	chr12	128853001	128853300	11
TCGA-READ	cg11573518	chr7	74306401	74306700	17
TCGA-READ	cg11573518	chr7	74306701	74307000	10
TCGA-READ	cg00281837	chr2	230990401	230990700	29
TCGA-READ	cg27176357	chr19	57191101	57191400	15
TCGA-READ	cg09436713	chr12	2213701	2214000	12
TCGA-READ	cg15988232	chr3	47579401	47579700	18
TCGA-READ	cg26674479	chr7	27241501	27241800	7
TCGA-READ	cg13430057	chr9	123372901	123373200	18
TCGA-READ	cg12426146	chr4	139735801	139736100	30
TCGA-READ	cg24427895	chr11	20208601	20208900	8
TCGA-READ	cg00920572	chr12	53955301	53955600	43
TCGA-READ	cg07444323	chr20	3673801	3674100	28
TCGA-READ	cg16312514	chr11	70804201	70804500	16
TCGA-READ	cg23677657	chr7	96989701	96990000	12
TCGA-READ	cg11431402	chr9	123372901	123373200	18
TCGA-READ	cg15686608	chr9	121698601	121698900	24
TCGA-READ	cg22273182	chr14	101705401	101705700	8
TCGA-READ	cg24471254	chr7	100656001	100656300	23
TCGA-READ	cg08538752	chr21	10521301	10521600	48
TCGA-READ	cg10536898	chr5	51377101	51377400	13
TCGA-READ	cg17526483	chr7	27241501	27241800	7
TCGA-READ	cg10885338	chr2	106065901	106066200	16
TCGA-READ	cg02142074	chr20	37383901	37384200	17
TCGA-READ	cg26817877	chr2	172674601	172674900	17
TCGA-READ	cg11894474	chr6	41443501	41443800	8
TCGA-READ	cg15848561	chr14	101457601	101457900	34
TCGA-READ	cg19098268	chr19	56840701	56841000	15
TCGA-READ	cg09561125	chr7	108456901	108457200	9
TCGA-READ	cg10501976	chr6	10883401	10883700	17
TCGA-READ	cg13487983	chr9	134404201	134404500	8
TCGA-READ	cg18573327	chr12	114685801	114686100	13
TCGA-READ	cg14927745	chr2	240622801	240623100	15
TCGA-READ	cg04714110	chr10	21510001	21510300	22
TCGA-READ	cg11636504	chr2	98823301	98823600	22
TCGA-READ	cg23889730	chr14	93787501	93787800	23
TCGA-READ	cg16914370	chr20	44160001	44160300	47
TCGA-READ	cg09413529	chr12	114674401	114674700	40
TCGA-READ	cg12877860	chr9	114504301	114504600	31
TCGA-READ	cg07016605	chr17	82236601	82236900	19
TCGA-READ	cg03242471	chr2	8487601	8487900	11
TCGA-READ	cg01844642	chr3	51955501	51955800	19
TCGA-READ	cg21488279	chr5	123098401	123098700	23
TCGA-READ	cg24244500	chr13	112161601	112161900	10
TCGA-READ	cg25213362	chr12	50842801	50843100	21
TCGA-READ	cg07675477	chr14	99245401	99245700	27
TCGA-READ	cg22289837	chr8	85437901	85438200	8
TCGA-READ	cg07548255	chr2	109130101	109130400	22
TCGA-READ	cg26094554	chr17	38563201	38563500	24
TCGA-READ	cg19335327	chr19	56840101	56840400	19
TCGA-READ	cg14226702	chr9	1047001	1047300	13
TCGA-READ	cg04004787	chr7	27246601	27246900	10
TCGA-READ	cg02162069	chr19	56840701	56841000	15
TCGA-READ	cg13455960	chr15	93073801	93074100	16
TCGA-READ	cg01513392	chr20	21507301	21507600	7
TCGA-READ	cg15145341	chr13	24932101	24932400	13
TCGA-READ	cg07435331	chr17	21275101	21275400	9
TCGA-READ	cg21610090	chr2	39228601	39228900	7
TCGA-READ	cg01798786	chr16	86934601	86934900	11
TCGA-READ	cg21199495	chr1	155086501	155086800	9
TCGA-READ	cg06455149	chr8	26048101	26048400	19
TCGA-READ	cg01874869	chr5	135399901	135400200	10
TCGA-READ	cg03795847	chr3	44554801	44555100	14
TCGA-READ	cg26514430	chr5	140869201	140869500	24
TCGA-READ	cg19340455	chr7	1056001	1056300	11
TCGA-READ	cg10895875	chr7	56174701	56175000	32
TCGA-READ	cg11178293	chr3	62369701	62370000	14
TCGA-READ	cg13480549	chr1	2127301	2127600	13
TCGA-READ	cg19183842	chr19	39502501	39502800	14
TCGA-READ	cg01327602	chr19	55440601	55440900	16
TCGA-READ	cg26277754	chr5	51377101	51377400	13
TCGA-READ	cg03350900	chr6	107634301	107634600	29
TCGA-READ	cg11220950	chr16	1992601	1992900	36
TCGA-READ	cg22436086	chr19	13104301	13104600	17
TCGA-READ	cg07726288	chr1	248691901	248692200	30
TCGA-READ	cg03178042	chr16	68510101	68510400	31
TCGA-READ	cg23243400	chr7	20779201	20779500	10
TCGA-READ	cg05266564	chr2	176159701	176160000	20
TCGA-SARC	cg16679386	chr20	3751501	3751800	38
TCGA-SARC	cg00283472	chr11	6630601	6630900	25
